date,year,month,week,category,brand,region,units_sold,avg_price,discount_pct,revenue
2022-01-03,2022,1,1,Tablets,Microsoft,Europe,33,603.51,0.062,18681.08
2022-01-03,2022,1,1,Tablets,Microsoft,Asia-Pacific,53,618.91,0.088,29915.4
2022-01-03,2022,1,1,Tablets,Microsoft,Latin America,20,618.61,0.045,11815.49
2022-01-03,2022,1,1,Wearables,Apple,North America,80,292.69,0.046,22338.4
2022-01-03,2022,1,1,Wearables,Apple,Europe,75,284.22,0.126,18630.83
2022-01-03,2022,1,1,Wearables,Apple,Asia-Pacific,105,304.11,0.172,26439.44
2022-01-03,2022,1,1,Wearables,Apple,Latin America,52,283.56,0.134,12769.1
2022-01-03,2022,1,1,Wearables,Samsung,North America,89,285.82,0.187,20680.86
2022-01-03,2022,1,1,Wearables,Samsung,Europe,65,274.53,0.157,15042.88
2022-01-03,2022,1,1,Wearables,Samsung,Asia-Pacific,104,273.19,0.019,27871.97
2022-01-03,2022,1,1,Wearables,Samsung,Latin America,43,284.94,0.093,11112.76
2022-01-03,2022,1,1,Wearables,Fitbit,North America,86,263.39,0.197,18189.19
2022-01-03,2022,1,1,Wearables,Fitbit,Europe,82,286.59,0.068,21902.41
2022-01-03,2022,1,1,Wearables,Fitbit,Asia-Pacific,107,273.53,0.038,28155.7
2022-01-03,2022,1,1,Wearables,Fitbit,Latin America,42,283.72,0.056,11248.94
2022-01-03,2022,1,1,Wearables,Garmin,North America,88,305.38,0.089,24481.65
2022-01-03,2022,1,1,Wearables,Garmin,Europe,82,269.17,0.01,21850.92
2022-01-03,2022,1,1,Wearables,Garmin,Asia-Pacific,124,279.9,0.194,27974.72
2022-01-03,2022,1,1,Wearables,Garmin,Latin America,58,270.29,0.033,15159.21
2022-01-03,2022,1,1,Smart Home,Amazon,North America,67,150.37,0.08,9269.11
2022-01-03,2022,1,1,Smart Home,Amazon,Europe,69,152.11,0.197,8427.91
2022-01-03,2022,1,1,Smart Home,Amazon,Asia-Pacific,83,160.46,0.091,12106.03
2022-01-03,2022,1,1,Smart Home,Amazon,Latin America,29,157.01,0.199,3647.16
2022-01-03,2022,1,1,Smart Home,Google,North America,60,146.72,0.031,8530.36
2022-01-03,2022,1,1,Smart Home,Google,Europe,57,165.12,0.116,8319.99
2022-01-03,2022,1,1,Smart Home,Google,Asia-Pacific,68,147.39,0.011,9912.26
2022-01-03,2022,1,1,Smart Home,Google,Latin America,35,146.42,0.171,4248.4
2022-01-03,2022,1,1,Smart Home,Samsung,North America,86,162.76,0.016,13773.34
2022-01-03,2022,1,1,Smart Home,Samsung,Europe,66,157.42,0.135,8987.14
2022-01-03,2022,1,1,Smart Home,Samsung,Asia-Pacific,85,153.02,0.178,10691.45
2022-01-03,2022,1,1,Smart Home,Samsung,Latin America,40,158.06,0.124,5538.41
2022-01-03,2022,1,1,Smart Home,Philips,North America,63,153.86,0.105,8675.42
2022-01-03,2022,1,1,Smart Home,Philips,Europe,67,148.38,0.143,8519.96
2022-01-03,2022,1,1,Smart Home,Philips,Asia-Pacific,85,156.01,0.134,11483.73
2022-01-03,2022,1,1,Smart Home,Philips,Latin America,39,154.98,0.15,5137.42
2022-01-03,2022,1,1,Gaming,Sony,North America,57,458.77,0.2,20920.06
2022-01-03,2022,1,1,Gaming,Sony,Europe,45,449.83,0.043,19371.83
2022-01-03,2022,1,1,Gaming,Sony,Asia-Pacific,57,491.69,0.176,23093.75
2022-01-03,2022,1,1,Gaming,Sony,Latin America,30,438.11,0.032,12722.63
2022-01-03,2022,1,1,Gaming,Microsoft,North America,56,425.73,0.122,20932.19
2022-01-03,2022,1,1,Gaming,Microsoft,Europe,51,447.9,0.002,22797.15
2022-01-03,2022,1,1,Gaming,Microsoft,Asia-Pacific,61,436.15,0.133,23066.45
2022-01-03,2022,1,1,Gaming,Microsoft,Latin America,29,446.38,0.023,12647.32
2022-01-03,2022,1,1,Gaming,Nintendo,North America,57,464.23,0.054,25032.44
2022-01-03,2022,1,1,Gaming,Nintendo,Europe,37,432.48,0.041,15345.68
2022-01-03,2022,1,1,Gaming,Nintendo,Asia-Pacific,55,439.47,0.098,21802.27
2022-01-03,2022,1,1,Gaming,Nintendo,Latin America,33,430.49,0.018,13950.36
2022-01-03,2022,1,1,Gaming,Razer,North America,46,456.69,0.001,20986.85
2022-01-03,2022,1,1,Gaming,Razer,Europe,44,424.6,0.052,17710.75
2022-01-03,2022,1,1,Gaming,Razer,Asia-Pacific,58,427.23,0.086,22648.54
2022-01-03,2022,1,1,Gaming,Razer,Latin America,29,450.43,0.177,10750.47
2022-01-10,2022,1,2,Smartphones,Apple,North America,134,825.76,0.167,92172.95
2022-01-10,2022,1,2,Smartphones,Apple,Europe,95,840.46,0.025,77847.74
2022-01-10,2022,1,2,Smartphones,Apple,Asia-Pacific,125,917.98,0.159,96502.53
2022-01-10,2022,1,2,Smartphones,Apple,Latin America,76,794.12,0.042,57818.09
2022-01-10,2022,1,2,Smartphones,Samsung,North America,119,865.84,0.156,86961.1
2022-01-10,2022,1,2,Smartphones,Samsung,Europe,111,826.9,0.124,80404.01
2022-01-10,2022,1,2,Smartphones,Samsung,Asia-Pacific,159,914.71,0.173,120277.59
2022-01-10,2022,1,2,Smartphones,Samsung,Latin America,80,840.76,0.176,55422.86
2022-01-10,2022,1,2,Smartphones,Google,North America,143,858.61,0.066,114678.19
2022-01-10,2022,1,2,Smartphones,Google,Europe,121,824.22,0.173,82477.34
2022-01-10,2022,1,2,Smartphones,Google,Asia-Pacific,142,825.14,0.157,98774.36
2022-01-10,2022,1,2,Smartphones,Google,Latin America,78,893.32,0.172,57694.15
2022-01-10,2022,1,2,Smartphones,OnePlus,North America,124,911.68,0.092,102648.15
2022-01-10,2022,1,2,Smartphones,OnePlus,Europe,94,906.96,0.046,81332.33
2022-01-10,2022,1,2,Smartphones,OnePlus,Asia-Pacific,148,853.3,0.066,117953.33
2022-01-10,2022,1,2,Smartphones,OnePlus,Latin America,79,783.18,0.056,58406.36
2022-01-10,2022,1,2,Laptops,Apple,North America,44,1065.49,0.196,37692.71
2022-01-10,2022,1,2,Laptops,Apple,Europe,29,1076.51,0.023,30500.69
2022-01-10,2022,1,2,Laptops,Apple,Asia-Pacific,59,1094.9,0.193,52131.33
2022-01-10,2022,1,2,Laptops,Apple,Latin America,26,1120.98,0.087,26609.79
2022-01-10,2022,1,2,Laptops,Dell,North America,47,1062.17,0.121,43881.42
2022-01-10,2022,1,2,Laptops,Dell,Europe,35,1096.89,0.115,33976.1
2022-01-10,2022,1,2,Laptops,Dell,Asia-Pacific,54,1169.08,0.0,63130.56
2022-01-10,2022,1,2,Laptops,Dell,Latin America,29,1075.34,0.144,26694.15
2022-01-10,2022,1,2,Laptops,HP,North America,47,1034.51,0.073,45072.5
2022-01-10,2022,1,2,Laptops,HP,Europe,47,1127.67,0.066,49502.38
2022-01-10,2022,1,2,Laptops,HP,Asia-Pacific,50,1178.61,0.144,50444.68
2022-01-10,2022,1,2,Laptops,HP,Latin America,25,1135.98,0.082,26070.63
2022-01-10,2022,1,2,Laptops,Lenovo,North America,43,1121.2,0.025,47006.36
2022-01-10,2022,1,2,Laptops,Lenovo,Europe,30,1150.08,0.135,29844.55
2022-01-10,2022,1,2,Laptops,Lenovo,Asia-Pacific,62,1065.11,0.06,62074.87
2022-01-10,2022,1,2,Laptops,Lenovo,Latin America,26,1099.63,0.057,26960.68
2022-01-10,2022,1,2,Laptops,Microsoft,North America,41,1124.71,0.131,40072.4
2022-01-10,2022,1,2,Laptops,Microsoft,Europe,35,1110.37,0.043,37191.97
2022-01-10,2022,1,2,Laptops,Microsoft,Asia-Pacific,41,1115.87,0.159,38476.44
2022-01-10,2022,1,2,Laptops,Microsoft,Latin America,27,1116.21,0.103,27033.59
2022-01-10,2022,1,2,Tablets,Apple,North America,37,603.38,0.164,18663.86
2022-01-10,2022,1,2,Tablets,Apple,Europe,33,582.93,0.045,18371.06
2022-01-10,2022,1,2,Tablets,Apple,Asia-Pacific,46,625.24,0.049,27351.57
2022-01-10,2022,1,2,Tablets,Apple,Latin America,16,627.51,0.015,9889.6
2022-01-10,2022,1,2,Tablets,Samsung,North America,34,637.9,0.039,20842.81
2022-01-10,2022,1,2,Tablets,Samsung,Europe,32,592.67,0.049,18036.03
2022-01-10,2022,1,2,Tablets,Samsung,Asia-Pacific,45,617.83,0.15,23631.89
2022-01-10,2022,1,2,Tablets,Samsung,Latin America,22,608.32,0.085,12245.46
2022-01-10,2022,1,2,Tablets,Lenovo,North America,45,675.79,0.104,27247.83
2022-01-10,2022,1,2,Tablets,Lenovo,Europe,36,625.83,0.17,18699.7
2022-01-10,2022,1,2,Tablets,Lenovo,Asia-Pacific,36,632.05,0.134,19704.7
2022-01-10,2022,1,2,Tablets,Lenovo,Latin America,25,617.46,0.19,12503.65
2022-01-10,2022,1,2,Tablets,Microsoft,North America,45,598.46,0.144,23052.86
2022-01-10,2022,1,2,Tablets,Microsoft,Europe,26,618.6,0.11,14314.34
2022-01-10,2022,1,2,Tablets,Microsoft,Asia-Pacific,53,595.37,0.095,28556.97
2022-01-10,2022,1,2,Tablets,Microsoft,Latin America,21,638.66,0.128,11695.14
2022-01-10,2022,1,2,Wearables,Apple,North America,89,266.47,0.125,20751.53
2022-01-10,2022,1,2,Wearables,Apple,Europe,74,284.44,0.057,19849.11
2022-01-10,2022,1,2,Wearables,Apple,Asia-Pacific,100,289.74,0.108,25844.77
2022-01-10,2022,1,2,Wearables,Apple,Latin America,51,286.21,0.139,12567.58
2022-01-10,2022,1,2,Wearables,Samsung,North America,87,276.07,0.082,22048.69
2022-01-10,2022,1,2,Wearables,Samsung,Europe,66,276.93,0.041,17527.89
2022-01-10,2022,1,2,Wearables,Samsung,Asia-Pacific,78,291.68,0.117,20089.42
2022-01-10,2022,1,2,Wearables,Samsung,Latin America,44,259.2,0.153,9659.94
2022-01-10,2022,1,2,Wearables,Fitbit,North America,87,280.83,0.07,22722.09
2022-01-10,2022,1,2,Wearables,Fitbit,Europe,75,258.06,0.191,15657.53
2022-01-10,2022,1,2,Wearables,Fitbit,Asia-Pacific,84,289.05,0.109,21633.82
2022-01-10,2022,1,2,Wearables,Fitbit,Latin America,45,275.22,0.044,11840.1
2022-01-10,2022,1,2,Wearables,Garmin,North America,86,281.07,0.067,22552.21
2022-01-10,2022,1,2,Wearables,Garmin,Europe,71,269.71,0.033,18517.55
2022-01-10,2022,1,2,Wearables,Garmin,Asia-Pacific,95,281.19,0.124,23400.7
2022-01-10,2022,1,2,Wearables,Garmin,Latin America,54,281.89,0.113,13501.98
2022-01-10,2022,1,2,Smart Home,Amazon,North America,86,151.46,0.027,12673.78
2022-01-10,2022,1,2,Smart Home,Amazon,Europe,60,150.46,0.076,8341.47
2022-01-10,2022,1,2,Smart Home,Amazon,Asia-Pacific,87,155.18,0.152,11448.86
2022-01-10,2022,1,2,Smart Home,Amazon,Latin America,34,156.9,0.166,4449.03
2022-01-10,2022,1,2,Smart Home,Google,North America,74,152.48,0.004,11238.4
2022-01-10,2022,1,2,Smart Home,Google,Europe,31,143.66,0.07,4141.69
2022-01-10,2022,1,2,Smart Home,Google,Asia-Pacific,74,141.53,0.13,9111.81
2022-01-10,2022,1,2,Smart Home,Google,Latin America,41,135.34,0.04,5326.89
2022-01-10,2022,1,2,Smart Home,Samsung,North America,79,150.44,0.025,11587.69
2022-01-10,2022,1,2,Smart Home,Samsung,Europe,58,143.24,0.044,7942.28
2022-01-10,2022,1,2,Smart Home,Samsung,Asia-Pacific,79,140.27,0.034,10704.73
2022-01-10,2022,1,2,Smart Home,Samsung,Latin America,34,143.78,0.023,4776.23
2022-01-10,2022,1,2,Smart Home,Philips,North America,83,135.93,0.022,11034.0
2022-01-10,2022,1,2,Smart Home,Philips,Europe,69,150.83,0.135,9002.5
2022-01-10,2022,1,2,Smart Home,Philips,Asia-Pacific,95,148.43,0.143,12084.68
2022-01-10,2022,1,2,Smart Home,Philips,Latin America,47,154.22,0.125,6342.45
2022-01-10,2022,1,2,Gaming,Sony,North America,59,468.5,0.17,22942.64
2022-01-10,2022,1,2,Gaming,Sony,Europe,41,444.61,0.197,14637.77
2022-01-10,2022,1,2,Gaming,Sony,Asia-Pacific,60,433.72,0.086,23785.43
2022-01-10,2022,1,2,Gaming,Sony,Latin America,25,465.53,0.068,10846.84
2022-01-10,2022,1,2,Gaming,Microsoft,North America,58,422.88,0.021,24011.81
2022-01-10,2022,1,2,Gaming,Microsoft,Europe,50,443.76,0.166,18504.88
2022-01-10,2022,1,2,Gaming,Microsoft,Asia-Pacific,57,431.44,0.147,20977.02
2022-01-10,2022,1,2,Gaming,Microsoft,Latin America,30,446.93,0.162,11235.71
2022-01-10,2022,1,2,Gaming,Nintendo,North America,44,445.08,0.087,17879.95
2022-01-10,2022,1,2,Gaming,Nintendo,Europe,43,435.87,0.17,15556.21
2022-01-10,2022,1,2,Gaming,Nintendo,Asia-Pacific,60,443.3,0.176,21916.79
2022-01-10,2022,1,2,Gaming,Nintendo,Latin America,28,470.11,0.122,11557.15
2022-01-10,2022,1,2,Gaming,Razer,North America,50,452.99,0.17,18799.24
2022-01-10,2022,1,2,Gaming,Razer,Europe,45,461.31,0.16,17437.4
2022-01-10,2022,1,2,Gaming,Razer,Asia-Pacific,51,481.27,0.14,21108.66
2022-01-10,2022,1,2,Gaming,Razer,Latin America,28,452.54,0.19,10263.52
2022-01-17,2022,1,3,Smartphones,Apple,North America,139,877.8,0.098,110056.58
2022-01-17,2022,1,3,Smartphones,Apple,Europe,102,797.99,0.129,70894.9
2022-01-17,2022,1,3,Smartphones,Apple,Asia-Pacific,108,853.48,0.019,90424.27
2022-01-17,2022,1,3,Smartphones,Apple,Latin America,68,901.34,0.061,57552.11
2022-01-17,2022,1,3,Smartphones,Samsung,North America,105,831.12,0.106,78017.66
2022-01-17,2022,1,3,Smartphones,Samsung,Europe,83,875.39,0.066,67862.24
2022-01-17,2022,1,3,Smartphones,Samsung,Asia-Pacific,134,824.15,0.05,104914.18
2022-01-17,2022,1,3,Smartphones,Samsung,Latin America,69,865.29,0.024,58272.11
2022-01-17,2022,1,3,Smartphones,Google,North America,96,837.12,0.037,77390.47
2022-01-17,2022,1,3,Smartphones,Google,Europe,104,888.25,0.145,78983.52
2022-01-17,2022,1,3,Smartphones,Google,Asia-Pacific,158,843.93,0.057,125740.09
2022-01-17,2022,1,3,Smartphones,Google,Latin America,70,863.19,0.045,57704.21
2022-01-17,2022,1,3,Smartphones,OnePlus,North America,121,855.18,0.107,92405.29
2022-01-17,2022,1,3,Smartphones,OnePlus,Europe,96,940.93,0.111,80302.8
2022-01-17,2022,1,3,Smartphones,OnePlus,Asia-Pacific,135,833.29,0.174,92920.04
2022-01-17,2022,1,3,Smartphones,OnePlus,Latin America,49,853.95,0.115,37031.73
2022-01-17,2022,1,3,Laptops,Apple,North America,41,1109.06,0.037,43789.07
2022-01-17,2022,1,3,Laptops,Apple,Europe,51,1133.22,0.096,52245.76
2022-01-17,2022,1,3,Laptops,Apple,Asia-Pacific,58,1059.97,0.015,60555.97
2022-01-17,2022,1,3,Laptops,Apple,Latin America,25,1089.39,0.03,26417.64
2022-01-17,2022,1,3,Laptops,Dell,North America,43,1085.6,0.199,37391.17
2022-01-17,2022,1,3,Laptops,Dell,Europe,46,1150.69,0.121,46526.81
2022-01-17,2022,1,3,Laptops,Dell,Asia-Pacific,56,1069.56,0.105,53606.11
2022-01-17,2022,1,3,Laptops,Dell,Latin America,23,1114.56,0.172,21225.62
2022-01-17,2022,1,3,Laptops,HP,North America,52,1097.65,0.124,50000.1
2022-01-17,2022,1,3,Laptops,HP,Europe,34,1054.09,0.19,29029.58
2022-01-17,2022,1,3,Laptops,HP,Asia-Pacific,56,1129.24,0.132,54889.86
2022-01-17,2022,1,3,Laptops,HP,Latin America,27,1122.68,0.015,29857.78
2022-01-17,2022,1,3,Laptops,Lenovo,North America,54,1100.81,0.119,52369.91
2022-01-17,2022,1,3,Laptops,Lenovo,Europe,39,1130.86,0.141,37885.0
2022-01-17,2022,1,3,Laptops,Lenovo,Asia-Pacific,53,1053.69,0.137,48194.67
2022-01-17,2022,1,3,Laptops,Lenovo,Latin America,31,1064.35,0.125,28870.6
2022-01-17,2022,1,3,Laptops,Microsoft,North America,40,1013.06,0.085,37077.83
2022-01-17,2022,1,3,Laptops,Microsoft,Europe,34,1082.44,0.182,30104.75
2022-01-17,2022,1,3,Laptops,Microsoft,Asia-Pacific,56,1084.99,0.033,58754.3
2022-01-17,2022,1,3,Laptops,Microsoft,Latin America,24,1168.41,0.114,24845.16
2022-01-17,2022,1,3,Tablets,Apple,North America,39,632.41,0.138,21260.24
2022-01-17,2022,1,3,Tablets,Apple,Europe,30,563.63,0.1,15218.02
2022-01-17,2022,1,3,Tablets,Apple,Asia-Pacific,43,620.4,0.008,26463.61
2022-01-17,2022,1,3,Tablets,Apple,Latin America,19,629.06,0.05,11354.56
2022-01-17,2022,1,3,Tablets,Samsung,North America,50,654.42,0.167,27256.47
2022-01-17,2022,1,3,Tablets,Samsung,Europe,25,592.3,0.2,11846.01
2022-01-17,2022,1,3,Tablets,Samsung,Asia-Pacific,43,602.64,0.008,25706.33
2022-01-17,2022,1,3,Tablets,Samsung,Latin America,22,592.06,0.13,11331.94
2022-01-17,2022,1,3,Tablets,Lenovo,North America,42,612.1,0.117,22700.4
2022-01-17,2022,1,3,Tablets,Lenovo,Europe,30,598.38,0.018,17628.38
2022-01-17,2022,1,3,Tablets,Lenovo,Asia-Pacific,43,638.23,0.134,23766.54
2022-01-17,2022,1,3,Tablets,Lenovo,Latin America,23,602.7,0.139,11935.37
2022-01-17,2022,1,3,Tablets,Microsoft,North America,37,678.05,0.163,20998.59
2022-01-17,2022,1,3,Tablets,Microsoft,Europe,29,611.54,0.063,16617.45
2022-01-17,2022,1,3,Tablets,Microsoft,Asia-Pacific,39,678.89,0.081,24332.08
2022-01-17,2022,1,3,Tablets,Microsoft,Latin America,14,613.24,0.132,7452.06
2022-01-17,2022,1,3,Wearables,Apple,North America,78,276.94,0.038,20780.59
2022-01-17,2022,1,3,Wearables,Apple,Europe,65,294.37,0.125,16742.24
2022-01-17,2022,1,3,Wearables,Apple,Asia-Pacific,102,272.46,0.11,24733.77
2022-01-17,2022,1,3,Wearables,Apple,Latin America,54,274.72,0.14,12758.05
2022-01-17,2022,1,3,Wearables,Samsung,North America,109,300.82,0.122,28788.89
2022-01-17,2022,1,3,Wearables,Samsung,Europe,75,286.56,0.11,19128.03
2022-01-17,2022,1,3,Wearables,Samsung,Asia-Pacific,96,278.4,0.198,21434.76
2022-01-17,2022,1,3,Wearables,Samsung,Latin America,54,273.52,0.023,14430.27
2022-01-17,2022,1,3,Wearables,Fitbit,North America,94,268.56,0.143,21634.46
2022-01-17,2022,1,3,Wearables,Fitbit,Europe,68,279.5,0.167,15832.07
2022-01-17,2022,1,3,Wearables,Fitbit,Asia-Pacific,110,278.96,0.11,27310.53
2022-01-17,2022,1,3,Wearables,Fitbit,Latin America,38,296.89,0.102,10131.16
2022-01-17,2022,1,3,Wearables,Garmin,North America,104,264.62,0.055,26006.39
2022-01-17,2022,1,3,Wearables,Garmin,Europe,77,268.77,0.187,16825.13
2022-01-17,2022,1,3,Wearables,Garmin,Asia-Pacific,79,278.99,0.057,20784.0
2022-01-17,2022,1,3,Wearables,Garmin,Latin America,46,294.21,0.2,10826.77
2022-01-17,2022,1,3,Smart Home,Amazon,North America,69,150.22,0.108,9245.82
2022-01-17,2022,1,3,Smart Home,Amazon,Europe,57,156.28,0.109,7937.23
2022-01-17,2022,1,3,Smart Home,Amazon,Asia-Pacific,76,151.46,0.038,11073.85
2022-01-17,2022,1,3,Smart Home,Amazon,Latin America,38,142.61,0.047,5164.36
2022-01-17,2022,1,3,Smart Home,Google,North America,74,148.23,0.149,9334.67
2022-01-17,2022,1,3,Smart Home,Google,Europe,59,139.47,0.077,7595.19
2022-01-17,2022,1,3,Smart Home,Google,Asia-Pacific,75,140.47,0.196,8470.42
2022-01-17,2022,1,3,Smart Home,Google,Latin America,39,150.05,0.1,5266.7
2022-01-17,2022,1,3,Smart Home,Samsung,North America,59,143.5,0.175,6984.76
2022-01-17,2022,1,3,Smart Home,Samsung,Europe,54,152.69,0.091,7494.73
2022-01-17,2022,1,3,Smart Home,Samsung,Asia-Pacific,83,143.93,0.131,10381.15
2022-01-17,2022,1,3,Smart Home,Samsung,Latin America,43,155.57,0.194,5391.83
2022-01-17,2022,1,3,Smart Home,Philips,North America,67,157.83,0.13,9199.71
2022-01-17,2022,1,3,Smart Home,Philips,Europe,71,140.58,0.172,8264.58
2022-01-17,2022,1,3,Smart Home,Philips,Asia-Pacific,78,153.58,0.144,10254.5
2022-01-17,2022,1,3,Smart Home,Philips,Latin America,41,137.85,0.007,5612.14
2022-01-17,2022,1,3,Gaming,Sony,North America,59,460.6,0.184,22174.92
2022-01-17,2022,1,3,Gaming,Sony,Europe,52,449.52,0.087,21341.29
2022-01-17,2022,1,3,Gaming,Sony,Asia-Pacific,67,464.79,0.175,25691.44
2022-01-17,2022,1,3,Gaming,Sony,Latin America,23,459.6,0.181,8657.47
2022-01-17,2022,1,3,Gaming,Microsoft,North America,61,459.15,0.059,26355.55
2022-01-17,2022,1,3,Gaming,Microsoft,Europe,41,457.15,0.106,16756.25
2022-01-17,2022,1,3,Gaming,Microsoft,Asia-Pacific,47,437.15,0.034,19847.53
2022-01-17,2022,1,3,Gaming,Microsoft,Latin America,34,467.34,0.124,13919.17
2022-01-17,2022,1,3,Gaming,Nintendo,North America,52,489.7,0.029,24725.75
2022-01-17,2022,1,3,Gaming,Nintendo,Europe,39,453.33,0.051,16778.2
2022-01-17,2022,1,3,Gaming,Nintendo,Asia-Pacific,71,451.92,0.18,26310.76
2022-01-17,2022,1,3,Gaming,Nintendo,Latin America,27,440.52,0.088,10847.3
2022-01-17,2022,1,3,Gaming,Razer,North America,46,469.77,0.128,18843.26
2022-01-17,2022,1,3,Gaming,Razer,Europe,40,456.25,0.169,15165.84
2022-01-17,2022,1,3,Gaming,Razer,Asia-Pacific,61,466.84,0.097,25715.17
2022-01-17,2022,1,3,Gaming,Razer,Latin America,28,473.37,0.115,11730.16
2022-01-24,2022,1,4,Smartphones,Apple,North America,132,848.69,0.196,90070.25
2022-01-24,2022,1,4,Smartphones,Apple,Europe,96,827.17,0.113,70434.92
2022-01-24,2022,1,4,Smartphones,Apple,Asia-Pacific,127,798.33,0.01,100373.78
2022-01-24,2022,1,4,Smartphones,Apple,Latin America,58,825.3,0.181,39203.53
2022-01-24,2022,1,4,Smartphones,Samsung,North America,114,909.32,0.121,91119.78
2022-01-24,2022,1,4,Smartphones,Samsung,Europe,91,888.72,0.124,70845.19
2022-01-24,2022,1,4,Smartphones,Samsung,Asia-Pacific,126,801.18,0.132,87623.3
2022-01-24,2022,1,4,Smartphones,Samsung,Latin America,71,809.35,0.181,47062.86
2022-01-24,2022,1,4,Smartphones,Google,North America,112,826.75,0.088,84448.02
2022-01-24,2022,1,4,Smartphones,Google,Europe,84,823.53,0.018,67931.75
2022-01-24,2022,1,4,Smartphones,Google,Asia-Pacific,130,904.16,0.035,113426.61
2022-01-24,2022,1,4,Smartphones,Google,Latin America,72,881.25,0.194,51140.83
